"wins","base_hits","singles","doubles","triples","homeruns","walks","b_strikeouts","stolen_bases","hits_allowed","homeruns_allowed","walks_allowed","p_strikeouts","errors","double_plays"
93,1522,948,337,30,207,503,1093,62,1522,207,503,1093,106,156
78,1576,1002,351,27,196,556,1204,55,1576,196,556,1204,118,165
69,1711,1295,265,117,34,634,430,224,2021,42,790,536,366,99
70,1464,1109,201,112,42,595,715,117,1719,49,698,839,376,94
96,1481,1177,192,93,19,659,673,272,1790,23,797,814,392,83
72,1316,1038,182,72,24,626,627,263,1556,28,740,741,319,131
48,1447,1115,220,95,17,464,573,272,1789,21,574,709,402,104
61,1321,1077,157,72,15,387,686,281,1621,18,475,842,364,97
54,1317,1057,162,72,26,610,582,187,1616,32,749,714,349,86
76,1508,1166,213,103,26,605,541,282,1758,30,705,631,432,102
101,1495,1150,213,104,28,600,583,245,1625,30,652,634,240,108
92,1730,1283,281,124,41,673,290,319,2073,52,806,367,407,129
85,1467,1008,303,113,46,591,378,276,1873,58,742,475,432,101
105,1722,1331,242,83,36,588,450,233,2040,45,733,561,314,118
101,1720,1331,262,91,35,552,400,221,2021,44,699,506,354,108
85,1699,1333,237,109,20,538,425,224,2042,25,665,526,318,105
88,1499,1242,176,61,20,593,333,101,1630,22,645,362,322,134
21,1402,1187,149,53,13,304,295,134,1475,14,320,310,408,145
77,1614,1333,244,8,8,93,0,173,2009,22,277,301,184,91
73,1685,1331,206,31,0,58,0,160,2069,0,336,367,295,108
22,1383,1216,127,30,10,102,339,194,2073,25,284,845,318,112
43,1549,1230,205,97,17,222,313,241,2073,48,631,890,366,94
100,1698,1336,181,59,14,157,381,14,2073,38,424,1029,197,100
87,1646,1266,257,107,16,134,419,155,2068,32,377,848,252,97
43,1314,1043,184,73,14,152,541,200,2059,28,308,1096,371,99
67,1507,1028,278,59,142,388,944,146,1507,142,388,944,167,149
73,1520,1008,285,54,173,523,1054,126,2009,240,724,1459,116,162
87,1582,1018,291,48,225,545,1061,141,1780,253,613,1194,120,164
83,1607,1052,297,37,221,527,1108,201,1607,221,527,1108,149,167
83,1611,1063,269,40,239,562,1060,137,1611,239,562,1060,111,202
77,1640,1088,333,36,183,469,949,67,1640,183,469,949,102,193
72,1644,1077,305,39,223,508,863,70,1644,223,508,863,118,186
82,1664,1130,320,53,161,601,907,131,1664,161,601,907,94,176
73,1663,1065,324,61,213,511,1027,132,1663,213,511,1027,96,167
73,1508,1032,283,41,152,497,1043,103,1508,152,497,1043,112,158
74,1472,913,330,31,198,619,1134,63,1472,198,619,1134,116,165
68,1531,964,331,34,202,568,1181,44,1531,202,568,1181,89,161
67,1477,1013,280,34,150,509,1103,65,1477,150,509,1103,118,158
76,1504,968,325,54,157,561,1108,85,1504,157,561,1108,91,190
106,1585,1266,182,97,40,227,744,54,2073,62,350,1148,238,112
73,1321,1031,226,46,18,212,899,54,1973,32,377,1335,229,98
89,1564,1217,216,96,35,456,415,245,1877,42,547,498,372,152
77,1464,1149,193,108,14,348,627,152,1744,17,415,747,335,98
66,1312,1062,164,74,12,367,677,119,1398,13,391,722,291,98
84,1280,1008,201,57,14,397,564,137,1355,15,420,613,280,85
77,1299,1051,167,70,11,362,559,224,1412,12,394,592,282,94
95,1426,1104,211,91,20,339,612,175,1510,21,359,657,316,101
94,1624,1249,242,101,32,495,528,290,1708,34,521,464,328,82
73,1457,1146,200,91,20,561,500,286,1543,21,594,450,349,96
70,1423,1100,191,107,25,525,530,231,1507,26,556,561,314,111
85,1396,1075,206,89,26,590,569,223,1478,28,625,602,302,107
92,1442,1111,212,101,18,573,556,200,1517,19,603,585,222,116
83,1394,1070,216,82,26,511,504,173,1476,28,541,534,248,101
71,1367,1097,181,72,17,581,489,158,1758,22,747,629,273,99
93,1526,1145,257,97,27,496,494,140,1766,31,574,572,237,94
64,1481,1133,240,76,32,504,411,80,1558,34,530,432,241,100
83,1726,1314,263,92,57,558,398,82,1816,60,587,419,202,142
87,1661,1261,284,73,43,627,405,92,1747,45,660,426,210,108
90,1687,1239,331,80,37,639,421,105,1775,39,672,443,196,149
85,1705,1273,291,88,53,673,406,102,1794,56,708,427,180,150
72,1553,1107,279,102,65,493,461,119,1634,68,519,485,223,147
74,1758,1183,357,102,116,548,522,100,1849,122,576,549,255,157
79,1582,1088,313,95,86,485,534,103,1664,90,510,562,198,164
64,1532,1107,307,73,45,505,492,123,1612,47,531,518,232,146
82,1587,1103,312,86,86,521,561,111,1703,92,559,602,200,165
106,1729,1228,367,56,78,672,555,131,1819,82,707,584,164,158
100,1688,1162,323,89,114,673,489,75,1811,122,722,525,135,165
87,1723,1223,343,58,99,673,486,77,1813,104,708,511,162,167
94,1695,1147,325,65,158,690,748,94,1783,166,726,787,155,157
88,1508,1079,230,55,144,729,611,80,1586,151,767,643,155,181
85,1564,1073,291,70,130,652,623,93,1645,137,686,655,208,155
95,1629,1092,328,68,141,698,585,69,1714,148,734,615,204,122
79,1485,1082,260,58,85,633,614,45,1562,89,666,646,196,136
82,1474,1134,210,49,81,508,582,42,1551,85,534,612,186,137
93,1478,1138,231,46,63,560,526,64,1555,66,589,553,200,194
93,1424,1052,240,50,82,547,564,64,1508,87,579,597,167,183
97,1444,1064,223,43,114,654,648,68,1519,120,688,682,163,145
89,1434,1036,246,44,108,802,594,55,1508,114,762,625,163,149
82,1469,1096,230,61,82,706,530,23,1545,86,743,558,163,150
92,1478,1105,226,54,93,790,528,41,1555,98,786,555,139,183
100,1597,1124,300,53,120,760,505,24,1680,126,799,531,126,204
77,1486,1097,243,37,109,598,552,39,1563,115,629,581,171,175
53,1344,997,200,39,108,582,636,28,1414,114,612,669,157,153
72,1421,1057,226,43,95,518,634,50,1495,100,545,667,134,138
83,1480,1081,222,40,137,674,613,43,1557,144,709,645,146,167
86,1572,1141,220,53,158,677,650,45,1654,166,712,684,147,159
82,1447,1050,236,39,122,530,676,38,1522,128,558,711,127,159
81,1456,1057,241,43,115,487,713,50,1532,121,512,750,112,147
75,1308,916,198,36,158,669,766,69,1376,166,704,806,144,145
101,1481,1033,215,53,180,673,867,98,1481,180,673,867,146,147
86,1360,922,192,36,210,655,900,69,1368,211,659,906,157,115
79,1388,1009,195,36,148,592,908,73,1388,148,592,908,113,124
85,1394,981,199,57,157,517,912,60,1394,157,517,912,109,137
89,1278,899,190,27,162,554,952,57,1278,162,554,952,114,126
88,1383,935,224,45,179,551,987,41,1383,179,551,987,117,142
91,1315,935,192,36,152,626,994,37,1315,152,626,994,130,126
103,1292,878,190,39,185,521,964,26,1292,185,521,964,101,133
90,1316,917,188,29,182,578,922,35,1316,182,578,922,126,130
79,1282,889,207,38,148,656,825,29,1282,148,656,825,132,142
91,1399,968,214,38,179,540,854,35,1399,179,540,854,106,156
89,1252,906,186,33,127,502,824,18,1300,132,521,856,100,142
85,1400,998,213,32,157,509,722,28,1400,157,509,722,112,144
72,1375,1009,200,35,131,436,784,67,1375,131,436,784,158,155
58,1363,1022,174,40,127,390,888,64,1389,129,397,905,176,144
74,1410,1062,208,38,102,453,735,108,1419,103,456,740,169,162
74,1480,1041,228,45,166,452,764,60,1480,166,452,764,140,153
86,1520,1139,218,34,129,563,695,90,1520,129,563,695,117,177
86,1455,1033,222,35,165,579,819,177,1464,166,583,824,121,185
84,1543,1115,232,53,143,645,844,75,1543,143,645,844,129,165
89,1370,1010,220,43,97,600,743,91,2036,144,786,1104,97,162
83,1489,1035,237,40,177,470,807,93,1489,177,470,807,115,165
92,1530,1038,283,53,156,508,831,93,1530,156,508,831,124,142
104,1529,1042,254,46,187,602,941,106,1529,187,602,941,124,162
85,1422,918,256,45,203,529,932,75,1431,204,532,938,142,153
87,1447,985,234,30,198,613,885,138,1447,198,613,885,108,163
98,1535,1004,274,32,225,653,913,106,1535,225,653,913,122,147
88,1358,974,213,28,143,588,841,87,1358,143,588,841,109,129
59,1315,977,198,24,116,585,899,103,1315,116,585,899,130,153
79,1418,973,241,32,172,634,952,82,1418,172,634,952,131,178
84,1372,878,259,26,209,699,1185,109,1372,209,699,1185,104,171
75,1411,957,256,16,182,675,1055,66,1411,182,675,1055,116,164
85,1546,1048,282,38,178,765,1122,104,1546,178,765,1122,132,148
75,1476,910,304,35,227,733,1264,65,2079,320,762,1481,116,127
68,1355,886,257,33,179,620,1110,82,1524,201,698,1249,119,161
79,1415,939,268,32,176,578,1164,161,1415,176,578,1164,91,146
65,1494,994,306,29,165,455,1070,122,1494,165,455,1070,115,164
69,1442,904,291,34,213,461,1056,109,1451,214,464,1063,107,156
79,1553,1028,307,41,177,562,982,83,1553,177,562,982,105,171
66,1439,949,291,60,139,466,972,133,1439,139,466,972,131,165
55,1348,919,267,37,125,365,1041,65,1356,126,367,1047,143,149
43,1312,919,201,39,153,443,1099,98,1312,153,443,1099,138,194
72,1531,992,284,54,201,518,1144,86,1531,201,518,1144,144,160
71,1521,1025,283,45,168,384,1038,66,1521,168,384,1038,110,171
95,1548,1011,294,40,203,430,1133,60,1548,203,430,1133,106,162
82,1413,1062,228,86,37,238,601,308,2009,72,465,1173,286,86
66,1539,1168,271,79,21,274,625,298,2073,35,453,1033,375,84
62,1376,1015,224,99,38,324,677,305,2064,57,486,1016,383,64
115,1660,1251,232,107,70,493,561,256,2069,92,649,739,302,100
103,1761,1319,278,165,72,460,337,167,2069,94,601,440,371,140
84,1577,1206,219,89,63,380,490,239,1950,78,470,606,248,83
17,1313,1134,145,34,0,78,162,45,2068,0,436,905,375,120
64,1356,1034,197,31,94,498,1054,117,1356,94,498,1054,122,130
72,1469,1049,254,34,132,492,1051,92,2069,186,693,1481,134,156
76,1448,1010,242,33,163,586,1038,148,1640,185,664,1176,130,162
80,1413,993,240,30,150,553,1122,99,1413,150,553,1122,111,187
92,1410,974,272,28,136,686,1074,115,1410,136,686,1074,119,167
54,1381,954,277,36,114,525,1120,115,1381,114,525,1120,129,177
64,1465,1027,266,44,128,479,1145,92,1465,128,479,1145,127,150
79,1450,984,276,29,161,543,1191,169,1459,162,546,1198,126,145
79,1433,975,280,32,146,595,1130,177,1433,146,595,1130,106,163
91,1459,966,292,44,157,515,978,150,1459,157,515,978,78,162
83,1447,992,275,32,148,499,968,96,1447,148,499,968,86,153
83,1499,1033,306,32,128,512,918,96,1499,128,512,918,103,177
78,1454,921,309,42,182,497,1249,110,1454,182,497,1249,126,166
112,1694,1332,229,52,5,93,186,187,2068,12,363,443,313,64
87,1617,1333,176,87,11,84,271,298,2068,31,329,757,232,89
49,1722,1332,281,58,6,79,0,46,2060,18,391,422,335,64
107,1725,1332,194,67,4,79,0,201,2069,8,422,490,356,83
65,1387,1061,172,48,106,499,816,43,1404,107,505,826,175,151
66,1184,913,170,39,62,456,938,39,1184,62,456,938,162,100
66,1214,941,162,41,70,381,872,40,1214,70,381,872,149,124
65,1299,972,188,42,97,502,877,90,1299,97,502,877,166,130
72,1405,1055,203,35,112,491,885,90,1405,112,491,885,174,126
69,1372,974,259,46,93,537,934,88,1372,93,537,934,157,120
72,1233,934,205,28,66,479,988,44,1233,66,479,988,152,129
81,1284,932,208,40,104,699,972,101,1284,104,699,972,150,136
79,1446,1020,250,47,129,598,911,114,1446,129,598,911,138,144
79,1319,966,230,52,71,478,888,101,1319,71,478,888,104,152
89,1439,1010,247,40,142,555,960,118,1524,150,588,1016,121,160
82,1391,1006,216,35,134,469,962,92,1391,134,469,962,112,140
81,1441,1068,222,41,110,471,864,108,1441,110,471,864,108,161
64,1410,1052,219,54,85,526,767,134,1419,86,529,772,138,167
80,1401,1090,195,50,66,530,719,150,1401,66,530,719,140,155
81,1405,968,263,60,114,515,839,187,1405,114,515,839,142,136
74,1408,1062,231,45,70,434,743,178,1408,70,434,743,132,109
89,1382,1057,224,52,49,461,745,190,1382,49,461,745,137,146
92,1446,1074,230,67,75,537,750,193,1437,75,534,745,139,144
90,1396,1042,236,52,66,501,719,119,2056,97,738,1059,128,119
77,1342,984,236,48,74,435,830,140,1342,74,435,830,136,154
85,1412,1016,239,60,97,517,869,164,1412,97,517,869,147,165
80,1465,1097,222,67,79,494,837,105,1465,79,494,837,133,160
83,1457,1033,261,42,121,477,873,96,1457,121,477,873,152,159
96,1388,987,244,32,125,536,916,163,1388,125,536,916,130,108
76,1386,998,238,28,122,526,936,162,1386,122,526,936,115,113
82,1338,972,239,31,96,474,840,198,1338,96,474,840,138,124
86,1316,952,239,28,97,530,860,144,1316,97,530,860,140,121
75,1301,966,209,32,94,548,997,179,1301,94,548,997,131,124
65,1345,983,240,43,79,502,1027,125,1345,79,502,1027,161,129
81,1350,961,255,38,96,506,1025,139,1350,96,506,1025,112,125
85,1459,996,288,37,138,497,911,103,1459,138,497,911,125,141
93,1548,989,355,35,169,555,1011,175,2068,238,782,1424,101,155
86,1578,1137,293,25,123,637,1116,198,1775,138,717,1256,136,135
82,1445,990,297,29,129,554,1057,180,1445,129,554,1057,138,130
84,1427,940,314,40,133,633,1085,171,1427,133,633,1085,131,169
102,1578,1058,326,28,166,621,1122,155,1578,166,621,1122,108,144
97,1463,979,293,23,168,728,1138,166,1463,168,728,1138,106,168
72,1547,973,289,36,249,673,1129,114,1547,249,673,1129,133,149
93,1500,950,313,29,208,581,1119,64,1500,208,581,1119,110,138
84,1441,951,291,32,167,589,1120,71,1441,167,589,1120,83,149
87,1466,937,308,30,191,557,1021,66,1466,191,557,1021,95,149
89,1400,926,281,32,161,481,1037,115,1400,161,481,1037,89,146
82,1407,931,275,27,174,585,1076,79,1407,174,585,1076,80,164
65,1463,1209,205,41,8,173,532,158,2009,22,467,1436,229,100
44,1347,1028,195,94,30,189,848,251,2039,45,286,1284,397,140
48,1389,1049,208,90,42,386,487,223,1786,54,496,626,366,97
60,1320,1023,216,40,41,283,590,92,1584,49,340,708,157,113
71,1639,1246,276,42,75,456,540,305,1981,91,551,653,328,102
53,1227,955,174,75,23,353,741,315,1506,28,433,909,322,137
65,1485,1182,192,90,21,508,740,221,1756,25,601,875,186,91
72,1469,1102,242,83,42,428,666,183,1576,45,459,715,299,145
86,1277,965,212,70,30,390,533,152,1352,32,413,564,260,102
69,1311,1002,179,32,98,522,901,129,1311,98,522,901,156,114
65,1341,1001,202,41,97,514,958,97,1341,97,514,958,152,162
86,1331,985,226,40,80,493,824,131,1339,80,496,829,133,179
80,1385,1045,231,27,82,562,748,89,1457,86,591,787,122,173
88,1440,1047,239,40,114,644,696,105,1440,114,644,696,167,192
77,1448,1085,232,42,89,550,768,146,1448,89,550,768,152,166
90,1490,1109,259,57,65,484,650,218,1490,65,484,650,139,147
102,1549,1027,299,77,146,522,687,170,1549,146,522,687,137,145
85,1596,1115,286,79,116,528,675,207,1596,116,528,675,146,160
79,1497,1089,266,46,96,473,659,157,2069,151,744,1036,113,148
79,1515,1079,273,54,109,397,722,182,1515,109,397,722,164,178
91,1384,920,261,49,154,473,840,128,1384,154,473,840,127,160
76,1403,957,264,45,137,474,919,97,1403,137,474,919,123,153
83,1443,996,239,40,168,523,1034,125,1443,168,523,1034,131,151
85,1428,989,277,40,122,489,950,138,1437,123,492,956,125,148
92,1428,1059,227,41,101,554,897,154,1428,101,554,897,111,139
82,1475,1027,290,41,117,523,969,119,1475,117,523,969,125,141
72,1411,1010,284,42,75,439,741,131,1411,75,439,741,122,164
84,1455,1001,294,35,125,428,936,100,1455,125,428,936,96,150
90,1481,989,297,54,141,530,983,197,2073,199,747,1385,113,144
79,1434,991,270,39,134,534,955,135,1613,151,601,1074,101,189
75,1486,1036,288,38,124,532,949,196,1495,125,535,955,112,185
67,1487,1035,258,35,159,564,1068,131,1496,160,568,1075,89,169
72,1468,1017,276,40,135,478,990,136,1477,136,481,996,126,173
77,1644,1186,281,27,150,511,840,121,1644,150,511,840,102,185
65,1503,1037,277,37,152,406,898,100,1503,152,406,898,117,204
83,1526,1037,288,39,162,476,926,120,1526,162,476,926,108,143
58,1432,992,261,29,150,461,1057,67,1432,150,461,1057,131,169
62,1515,1019,335,37,124,474,1040,65,1515,124,474,1040,98,189
33,1156,886,213,31,12,252,1085,54,2021,25,517,1459,214,109
60,1518,1271,162,68,17,281,77,136,2060,145,710,657,341,52
62,1316,1044,174,73,25,279,650,212,2050,39,435,1013,335,91
77,1397,1108,175,94,20,344,469,158,2021,29,498,678,406,78
90,1491,1145,232,95,19,512,618,293,1763,22,605,731,392,86
73,1549,1178,242,99,30,551,441,286,1873,36,666,533,318,104
110,1496,1125,222,93,56,650,474,118,1769,66,769,560,248,94
108,1464,1085,231,94,54,649,453,307,1839,68,724,569,401,113
72,1458,1113,236,82,27,549,514,148,1724,32,649,608,268,127
100,1514,1179,193,110,32,662,532,278,1593,34,696,560,419,129
82,1519,1138,219,105,57,599,375,270,1922,72,758,475,407,129
87,1360,865,282,161,52,576,364,259,1702,64,712,450,366,96
88,1645,1268,234,95,48,491,393,226,2034,59,607,486,402,75
72,1598,1240,215,108,35,425,333,245,1976,43,526,412,367,115
75,1648,1283,248,88,29,431,313,230,2023,36,529,384,232,125
60,1468,1201,174,74,19,366,351,145,1640,21,409,392,373,119
98,1695,1331,237,96,31,501,324,308,2019,37,597,386,361,122
94,1666,1272,245,111,38,372,535,212,1985,45,443,637,335,118
88,1458,1205,173,58,22,374,574,170,1712,26,439,674,323,93
83,1431,1135,211,67,18,622,399,223,1705,21,741,540,338,117
51,1338,1079,164,64,31,349,661,198,1426,33,372,564,369,108
70,1232,983,150,72,27,414,756,187,1313,29,441,742,302,78
58,1225,960,186,62,17,349,940,149,1297,18,370,975,292,91
69,1294,1024,163,77,30,459,738,199,1398,32,496,797,262,121
61,1458,1114,233,77,34,519,618,190,1544,36,550,654,270,102
71,1516,1170,210,94,42,392,603,204,1648,46,426,656,264,136
79,1458,1149,181,95,33,396,588,182,1534,35,417,619,261,118
85,1351,1080,176,80,15,334,529,140,1440,16,356,564,254,102
99,1437,1119,205,84,29,373,579,197,1512,31,392,609,236,95
75,1394,1112,171,84,27,358,565,139,1496,29,384,606,263,109
73,1353,1104,156,80,13,273,419,145,1740,17,351,539,248,95
80,1472,1174,193,76,29,299,469,130,1703,34,346,543,252,97
98,1571,1222,216,104,29,378,411,74,1653,31,398,432,238,124
82,1573,1196,223,91,63,346,426,97,1676,67,369,454,247,151
80,1640,1265,225,85,65,447,402,75,1725,68,470,423,306,144
97,1614,1242,239,57,76,470,376,36,1698,80,494,396,206,127
75,1427,1059,260,66,42,503,491,80,1511,44,533,520,241,101
82,1475,1089,242,74,70,590,540,86,1562,74,625,572,230,120
84,1560,1146,256,82,76,436,546,48,1663,81,465,582,199,164
85,1618,1129,311,62,116,408,604,64,1702,122,429,635,191,178
69,1496,1139,237,54,66,420,480,87,1584,70,445,508,187,127
74,1584,1207,249,66,62,455,551,64,1677,66,482,583,199,155
70,1597,1240,277,45,35,410,482,58,1680,37,431,507,212,113
66,1483,1115,273,56,39,497,617,73,1570,41,526,653,229,134
75,1437,1040,245,86,66,664,669,72,1562,72,722,727,171,161
89,1504,1080,281,60,83,597,677,62,1592,88,632,717,186,166
93,1505,1062,271,74,98,553,604,59,1594,104,586,640,194,116
105,1572,1092,301,73,106,631,563,38,1654,112,664,592,170,131
86,1529,1173,278,37,41,614,447,61,1619,43,650,473,177,145
66,1525,1144,268,54,59,511,474,47,1604,62,538,499,207,118
92,1544,1139,270,75,60,662,457,79,1624,63,696,481,242,151
100,1429,1061,242,69,57,718,597,104,1484,59,746,620,181,160
99,1502,1108,254,53,87,770,590,93,1580,92,810,621,136,173
88,1465,1043,269,57,96,632,720,120,1541,101,665,757,168,159
102,1554,1097,248,49,160,671,600,123,1635,168,706,631,130,170
94,1537,1025,260,48,204,639,665,81,1617,215,672,700,134,193
100,1559,1074,257,38,190,622,670,92,1609,196,642,691,132,198
102,1461,1054,211,34,162,702,740,95,1547,172,743,784,111,179
110,1608,1039,288,62,219,689,722,95,1692,230,725,760,124,169
97,1492,978,259,59,196,667,657,48,1570,206,702,691,136,145
104,1489,985,244,47,213,714,760,84,1577,226,756,805,141,165
98,1383,934,223,38,188,683,776,68,1455,198,718,816,117,157
88,1394,1001,198,40,155,579,892,63,1466,163,609,938,134,143
75,1364,955,175,53,181,521,894,77,1435,190,548,940,153,208
91,1412,1006,204,48,154,614,925,87,1466,160,638,961,118,160
86,1402,1002,227,40,133,556,880,100,1475,140,585,926,130,149
94,1429,1019,203,42,165,627,837,90,1503,174,660,880,143,170
100,1483,1093,189,64,137,562,870,194,1456,135,552,854,188,141
99,1361,1039,178,34,110,453,867,124,1361,110,453,867,158,129
80,1375,1077,180,39,79,438,893,141,1375,79,438,893,170,126
97,1329,1026,193,32,78,492,891,172,1329,78,492,891,134,135
95,1399,1063,201,27,108,430,830,94,1399,108,430,830,133,128
73,1285,962,203,38,82,485,881,56,1285,82,485,881,160,144
76,1234,929,202,36,67,439,980,57,1234,67,439,980,144,144
85,1405,1071,185,52,97,484,823,80,1405,97,484,823,109,130
88,1524,1135,234,67,88,544,846,139,1533,89,547,851,134,136
89,1469,1123,213,38,95,489,755,76,1469,95,489,755,131,159
89,1410,1081,186,41,102,502,821,86,1474,107,525,858,169,152
96,1482,1122,220,29,111,500,800,110,1491,112,503,805,126,167
102,1511,1107,231,34,139,597,820,149,1511,139,597,820,157,122
88,1355,989,217,31,118,611,825,138,1355,118,611,825,127,106
92,1371,1046,200,34,91,486,744,144,1371,91,486,744,128,154
98,1484,1042,223,28,191,588,896,114,1484,191,588,896,124,160
95,1435,1008,251,27,149,610,818,137,1435,149,610,818,140,138
79,1443,1016,220,24,183,556,834,106,1443,183,556,834,118,123
91,1453,1074,208,24,147,489,841,122,1444,146,486,836,122,148
93,1449,1103,196,29,121,487,810,108,2069,178,717,1193,128,149
88,1487,1095,222,32,138,528,804,151,1487,138,528,804,139,131
91,1358,981,197,34,146,541,925,166,1358,146,541,925,168,132
79,1316,978,213,23,102,488,829,109,1316,102,488,829,163,146
95,1434,1051,226,28,129,539,846,136,1434,129,539,846,166,131
73,1389,1005,236,23,125,445,923,128,1389,125,445,923,155,144
95,1354,1011,218,25,100,440,953,132,1362,101,443,959,143,127
78,1329,978,244,17,90,513,896,82,1346,91,519,907,119,155
86,1436,1058,222,27,129,538,952,141,1436,129,538,952,130,123
93,1366,1038,191,29,108,583,957,126,1366,108,583,957,123,126
63,1333,1026,201,34,72,503,899,142,1333,72,503,899,173,136
81,1458,1066,234,28,130,492,937,126,1458,130,492,937,132,141
82,1499,1068,227,41,163,520,976,105,2009,232,739,1387,125,148
90,1396,998,215,33,150,516,1190,124,1396,150,516,1190,125,143
88,1488,1039,242,33,174,498,1079,131,1488,174,498,1079,116,104
83,1374,979,209,27,159,447,1056,137,1374,159,447,1056,134,154
77,1480,1017,253,23,187,594,1030,167,1480,187,594,1030,137,134
86,1408,904,265,28,211,668,1083,95,1408,211,668,1083,135,151
86,1399,902,264,27,206,519,1062,89,1399,206,519,1062,116,138
92,1464,994,286,29,155,428,940,96,1464,155,428,940,90,134
85,1328,919,260,25,124,407,985,80,1328,124,407,985,119,164
71,1374,920,284,21,149,541,1094,58,1374,149,541,1094,106,141
88,1552,1034,307,58,153,601,959,128,1552,153,601,959,115,174
74,1573,1331,167,34,15,59,241,237,2069,37,334,592,408,108
95,1675,1333,203,97,24,157,378,215,2069,65,424,1021,265,100
87,1488,1168,190,107,23,234,509,74,2038,38,391,850,292,102
102,1506,1148,228,104,26,219,612,217,2024,39,329,918,302,104
77,1426,1097,182,120,27,220,648,278,2063,39,318,937,390,127
79,1541,1195,217,105,24,488,665,241,1836,29,581,792,393,97
91,1691,1311,231,117,32,519,424,321,2014,38,618,505,428,86
58,1412,1095,220,80,17,386,725,221,1694,20,463,870,308,104
32,1466,1152,200,88,26,376,612,238,1721,31,441,718,407,112
108,1608,1319,191,80,18,503,565,243,1973,22,617,693,356,112
64,1475,1219,154,82,20,524,559,272,1744,24,620,661,367,72
67,1287,1061,142,65,19,461,541,293,1372,20,491,577,345,79
65,1536,1187,229,95,25,629,397,263,1991,32,760,515,425,98
45,1503,1125,216,110,52,436,454,270,1873,65,543,566,398,86
43,1632,1289,211,90,42,428,399,193,2018,52,529,493,425,103
47,1480,1159,176,99,46,459,528,241,1830,57,568,653,430,76
65,1492,1156,199,87,50,461,565,243,1859,62,574,704,335,106
75,1490,1219,161,76,34,402,460,252,1599,36,431,494,410,124
80,1582,1262,205,72,43,465,400,248,1686,46,496,426,407,126
34,1617,1333,209,54,7,34,81,34,2069,47,336,547,215,219
0,1509,1333,135,0,0,0,0,0,2068,0,363,553,295,178
64,1276,945,179,27,125,626,1015,167,1276,125,626,1015,167,149
65,1305,953,202,24,126,592,985,91,1305,126,592,985,136,142
69,1195,906,161,23,105,546,930,83,1202,106,549,936,139,153
68,1250,963,173,23,91,490,901,66,1298,95,509,936,144,151
74,1399,985,229,40,145,563,977,110,1399,145,563,977,145,167
68,1343,921,242,34,146,553,922,65,1343,146,553,922,180,162
66,1334,1036,171,38,89,514,915,62,1342,90,517,921,153,161
67,1425,999,255,46,125,443,862,85,1425,125,443,862,139,165
93,1530,1054,265,38,173,520,805,95,1530,173,520,805,150,144
96,1562,1042,293,41,186,552,750,101,1572,187,555,755,128,154
86,1555,1018,298,36,203,455,745,131,1555,203,455,745,147,189
92,1428,998,257,30,143,446,685,58,1912,213,663,1018,117,201
95,1599,1065,277,41,216,484,714,84,1599,216,484,714,125,185
87,1556,1086,281,57,132,475,665,101,1556,132,475,665,113,162
71,1476,1078,252,44,102,465,751,69,1485,103,468,756,143,154
77,1402,979,257,38,128,533,992,101,1411,129,536,998,147,147
91,1552,1071,272,46,163,598,1040,176,1552,163,598,1040,145,155
87,1409,1012,258,26,113,439,911,159,1409,113,439,911,120,146
81,1415,1022,235,32,126,455,791,165,1415,126,455,791,155,164
74,1408,997,247,36,128,519,821,164,1408,128,519,821,149,152
83,1523,1107,247,53,116,556,802,106,1523,116,556,802,118,176
75,1472,968,335,30,139,587,958,83,2074,196,802,1350,120,183
73,1495,1024,280,47,144,565,900,118,1682,162,636,1013,118,209
80,1578,1056,304,40,178,624,986,101,1578,178,624,986,134,180
78,1424,965,296,27,136,497,973,104,1433,137,500,979,126,172
74,1439,1004,266,17,152,532,1039,81,1439,152,532,1039,110,192
74,1533,1036,301,30,166,662,1072,82,1543,167,666,1079,128,143
73,1366,867,297,25,177,620,1245,72,1366,177,620,1245,118,187
68,1378,866,273,30,209,488,1399,66,1378,209,488,1399,103,156
56,1369,932,269,29,139,500,1125,94,1369,139,500,1125,103,154
68,1423,937,266,24,196,547,1221,99,1423,196,547,1221,114,142
67,1366,901,297,32,136,543,1320,139,1374,137,546,1328,118,133
81,1413,892,327,19,175,531,1162,79,1413,175,531,1162,119,139
75,1400,899,301,20,180,502,1233,71,1400,180,502,1233,117,126
74,1562,1188,233,101,40,434,414,155,1903,49,529,504,393,118
73,1594,1147,312,79,56,392,353,144,1899,67,467,420,376,83
51,1261,953,203,85,20,304,547,155,1491,24,359,647,310,102
69,1203,899,207,73,24,320,810,181,1291,26,343,876,342,82
59,1274,1020,156,70,28,330,878,252,1376,30,356,897,295,84
53,1334,1115,144,62,13,418,619,239,1431,14,448,612,332,74
45,1185,972,159,44,10,342,771,145,1263,11,365,874,298,107
71,1261,1046,156,49,10,482,572,206,1353,11,517,607,283,106
67,1376,1135,167,57,17,490,725,226,1447,18,515,575,322,95
97,1383,1055,215,92,21,503,604,292,1474,22,536,648,317,98
95,1348,1079,164,85,20,463,626,302,1418,21,487,659,276,128
85,1310,1021,185,85,19,494,673,231,1378,20,520,708,265,122
90,1297,1039,161,84,13,485,573,197,1373,14,514,607,244,107
80,1311,1054,180,64,13,566,632,196,1388,14,599,669,246,126
78,1311,1050,183,74,4,529,608,176,1388,4,560,644,266,134
91,1448,1184,197,62,5,476,457,173,1833,6,602,578,286,120
